code,cat,state,bell,margin,layer1_restamped,leg_reasons_restamped,bought_side_depth_cents,layer1_e17af2dc,layer2,first_primed_epoch,feasible_window_min,max_lawful_joint_margin,restamp_flags
26JUL20SCHROD,ATP_MAIN,PARTIAL_FOR_REASON,exact,5,BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""ROD"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SCH"": ""BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)""}","{""SCH"": 4}",LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1784496321,890.5,4,
26JUL12BOSKOV,WTA_CHALL,NEITHER_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BOS"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""KOV"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1783819745,458.4,0,
26JUL12FEICHE,WTA_CHALL,NEITHER_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""CHE"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""FEI"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1783833713,181.7,0,
26JUL12MALTUR,WTA_CHALL,PARTIAL_FOR_REASON,exact,5,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""MAL"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)"", ""TUR"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1783827102,823.0,4,
26JUL12ROUJAK,WTA_CHALL,PARTIAL_FOR_REASON,schedule_only,47,BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)+INPUT_GRAIN_ASLEEP(UNADJUDICATED_BY_CANONICAL_RECEIPT),"{""JAK"": ""INPUT_GRAIN_ASLEEP(UNADJUDICATED_BY_CANONICAL_RECEIPT)"", ""ROU"": ""BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)""}","{""ROU"": 42}",INPUT_GRAIN_ASLEEP+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1783846251,312.9,43,
26JUL12SAIETO,WTA_CHALL,PARTIAL_FOR_REASON,schedule_only,2,BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)+STOOD_TOO_DEEP,"{""ETO"": ""BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)"", ""SAI"": ""STOOD_TOO_DEEP""}","{""ETO"": 1}",STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)+STOOD_TOO_DEEP,PLAN_WAS_FEASIBLE,1783847098,258.1,1,
26JUL12SOKNUG,WTA_CHALL,PARTIAL_FOR_REASON,exact,8,INPUT_GRAIN_ASLEEP(UNADJUDICATED_BY_CANONICAL_RECEIPT),"{""NUG"": ""INPUT_GRAIN_ASLEEP(UNADJUDICATED_BY_CANONICAL_RECEIPT)"", ""SOK"": ""BOUGHT_SIDE(CREDIT_CLEAN_EXPORT_ECHO)""}",null,INPUT_GRAIN_ASLEEP+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1783860329,69.5,6,
26JUL12VOLMAR,WTA_CHALL,PARTIAL_FOR_REASON,exact,3,BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)+LAWFUL_UNREACHABLE(FLOOR_PRE_CANONICAL_ONSET),"{""MAR"": ""LAWFUL_UNREACHABLE(FLOOR_PRE_CANONICAL_ONSET)"", ""VOL"": ""BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)""}","{""VOL"": 1}",INPUT_GRAIN_ASLEEP+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1783862432,223.0,1,
26JUL13BAIPRO,WTA_CHALL,PARTIAL_FOR_REASON,live_by_only,4,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""BAI"": ""STOOD_TOO_DEEP"", ""PRO"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,PLAN_WAS_FEASIBLE,1783916146,660.8,3,
26JUL13GJOCHI,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""CHI"": ""STOOD_TOO_DEEP"", ""GJO"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,PLAN_WAS_FEASIBLE,1783926395,418.1,0,
26JUL13GRABER,WTA_CHALL,PARTIAL_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BER"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""GRA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1783902629,514.9,0,
26JUL13HERJAK,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""HER"": ""STOOD_TOO_DEEP"", ""JAK"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,PLAN_INFEASIBLE_FLOORS_PRECEDED_PRIMED,1783951465,,,
26JUL13KABPER,WTA_CHALL,NEITHER_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""KAB"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""PER"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1783902754,681.4,0,
26JUL13KHOZHA,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,7,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""KHO"": ""STOOD_TOO_DEEP"", ""ZHA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,PLAN_WAS_FEASIBLE,1783936368,17.9,6,
26JUL13KNUKUR,WTA_CHALL,PARTIAL_FOR_REASON,live_by_only,6,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""KNU"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""KUR"": ""BOUGHT_SIDE(CREDIT_CLEAN_EXPORT_ECHO)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1783909106,561.1,5,
26JUL13KOTURG,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""KOT"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""URG"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1783944970,367.1,0,
26JUL13RADREN,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""RAD"": ""STOOD_TOO_DEEP"", ""REN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,PLAN_INFEASIBLE_FLOORS_PRECEDED_PRIMED,1783908147,,,
26JUL13RINAST,WTA_CHALL,PARTIAL_FOR_REASON,live_by_only,4,STOOD_TOO_DEEP,"{""AST"": ""BOUGHT_SIDE(CREDIT_CLEAN_EXPORT_ECHO)"", ""RIN"": ""STOOD_TOO_DEEP""}",null,STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)+STOOD_TOO_DEEP,PLAN_WAS_FEASIBLE,1783940846,180.1,3,
26JUL13SELYAN,WTA_CHALL,PARTIAL_FOR_REASON,live_by_only,2,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""SEL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""YAN"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}",null,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1783913106,731.2,1,
26JUL14BASFRI,WTA_CHALL,NEITHER_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""BAS"": ""STOOD_TOO_DEEP"", ""FRI"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,PLAN_WAS_FEASIBLE,1783993454,205.6,0,
26JUL14BRAPIE,WTA_CHALL,PARTIAL_FOR_REASON,live_by_only,5,BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BRA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""PIE"": ""BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)""}","{""PIE"": 4}",LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1784025467,358.8,4,
26JUL14DILFAL,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,8,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+STOOD_TOO_DEEP,"{""DIL"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)"", ""FAL"": ""STOOD_TOO_DEEP""}",null,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+STOOD_TOO_DEEP,PLAN_WAS_FEASIBLE,1784026735,113.8,7,
26JUL14FRUGAO,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,4,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""FRU"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""GAO"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1784039738,79.0,3,
26JUL14HRUBUY,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BUY"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)"", ""HRU"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1784018759,483.1,2,
26JUL14KHONUG,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""KHO"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""NUG"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1784028552,56.7,1,
26JUL14KOVBAS,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,7,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""BAS"": ""STOOD_TOO_DEEP"", ""KOV"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,PLAN_WAS_FEASIBLE,1784000198,305.6,6,
26JUL14MAZBRO,WTA_CHALL,PARTIAL_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""BRO"": ""STOOD_TOO_DEEP"", ""MAZ"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,PLAN_WAS_FEASIBLE,1784003838,767.6,0,
26JUL14PIGSAM,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""PIG"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SAM"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1784016596,304.9,0,
26JUL14RIESEM,WTA_CHALL,PARTIAL_FOR_REASON,live_by_only,5,BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""RIE"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SEM"": ""BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)""}","{""SEM"": 2}",LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1783998221,334.4,4,
26JUL14TANHAV,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""HAV"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""TAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1784006273,290.3,1,
26JUL14TREGRA,WTA_CHALL,PARTIAL_FOR_REASON,live_by_only,3,BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""GRA"": ""BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)"", ""TRE"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}","{""GRA"": 2}",LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1784020544,410.5,2,
26JUL15ASTNOH,WTA_CHALL,PARTIAL_FOR_REASON,live_by_only,5,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""AST"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""NOH"": ""BOUGHT_SIDE(CREDIT_CLEAN_EXPORT_ECHO)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1784111256,289.2,4,
26JUL15CARPAL,WTA_CHALL,PARTIAL_FOR_REASON,exact,3,BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""CAR"": ""BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)"", ""PAL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}","{""CAR"": 1}",LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1784092846,541.5,2,
26JUL15ERJBAR,WTA_CHALL,PARTIAL_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""BAR"": ""STOOD_TOO_DEEP"", ""ERJ"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,PLAN_WAS_FEASIBLE,1784081332,469.9,0,
26JUL15PENFAL,WTA_CHALL,PARTIAL_FOR_REASON,exact,3,BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""FAL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""PEN"": ""BOUGHT_SIDE(CREDITED_ABOVE_LATER_FLOOR)""}","{""PEN"": 1}",LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1784077057,736.0,2,
26JUL16BENKRA,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BEN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""KRA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1784162230,506.2,0,
26JUL16GAOVAL,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""GAO"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""VAL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1784174881,559.0,0,
26JUL16HERVAN,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""HER"": ""STOOD_TOO_DEEP"", ""VAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,PLAN_WAS_FEASIBLE,1784168838,494.2,2,
26JUL16KOSBRO,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BRO"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""KOS"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1784193059,439.6,0,
26JUL16ZANTRE,WTA_CHALL,NEITHER_FOR_REASON,exact,1,INPUT_GRAIN_ASLEEP(UNADJUDICATED_BY_CANONICAL_RECEIPT)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""TRE"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""ZAN"": ""INPUT_GRAIN_ASLEEP(UNADJUDICATED_BY_CANONICAL_RECEIPT)""}",null,INPUT_GRAIN_ASLEEP+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_INFEASIBLE_FLOORS_PRECEDED_PRIMED,1784199651,,,
26JUL16ZVOHRU,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""HRU"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""ZVO"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1784201192,40.1,2,
26JUL17VANTAN,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""TAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""VAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1784278290,313.9,2,
26JUL18BASBOE,WTA_CHALL,PARTIAL_FOR_REASON,contradictory,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BAS"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""BOE"": ""BOUGHT_SIDE(CREDIT_CLEAN_EXPORT_ECHO)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1784354288,665.1,0,
26JUL18BASKRA,WTA_CHALL,PARTIAL_FOR_REASON,live_by_only,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BAS"": ""BOUGHT_SIDE(CREDIT_CLEAN_EXPORT_ECHO)"", ""KRA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),PLAN_WAS_FEASIBLE,1784324761,600.1,1,
26JUL18BROBRA,WTA_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BRA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""BRO"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1784340806,678.2,0,
26JUL18CIRTOT,WTA_CHALL,PARTIAL_FOR_REASON,exact,5,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""CIR"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""TOT"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),PLAN_WAS_FEASIBLE,1784355385,500.1,4,
26JUL18URGKOT,WTA_CHALL,NEITHER_FOR_REASON,exact,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""KOT"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""URG"": ""STOOD_TOO_DEEP""}",null,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,PLAN_WAS_FEASIBLE,1784345666,680.9,1,
